Pd,Fitted_Sh
-36.61608040201005,52.76765180660575
-36.436180904522615,52.97273859911634
-36.256281407035175,53.174320099688565
-36.076381909547734,53.372424436249254
-35.8964824120603,53.567080896100244
-35.71658291457287,53.75831985915789
-35.53668341708543,53.94617273231923
-35.35678391959799,54.13067188503069
-35.176884422110554,54.311850586129395
-34.99698492462312,54.48974294201914
-34.81708542713568,54.664383836236496
-34.63718592964824,54.83580887045647
-34.4572864321608,55.00405430698028
-34.277386934673366,55.16915701274199
-34.09748743718593,55.331154404865
-33.91758793969849,55.49008439779367
-33.73768844221105,55.64598535202013
-33.55778894472362,55.798896024421616
-33.37788944723618,55.94885552021839
-33.197989949748745,56.09590324655822
-33.018090452261305,56.24007886772915
-32.83819095477387,56.38142226199813
-32.65829145728643,56.51997348006968
-32.47839195979899,56.65577270515506
-32.29849246231156,56.7888602146394
-32.11859296482412,56.91927634333134
-31.938693467336684,57.04706144827679
-31.758793969849243,57.17225587511619
-31.57889447236181,57.2948999259624
-31.39899497487437,57.415033828773986
-31.219095477386936,57.53269770819737
-31.039195979899496,57.647931557849134
-30.859296482412063,57.760775214008646
-30.679396984924622,57.871268330689894
-30.499497487437182,57.97945035606013
-30.31959798994975,58.08536051017215
-30.13969849246231,58.1890377639763
-29.959798994974875,58.29052081957729
-29.779899497487435,58.38984809170108
-29.6,58.48705769033591
